head := query_10Centriod
0-th query  distance:=60440
7255-th query  distance:=27315.8
7256-th query  distance:=23849.5
7257-th query  distance:=43141.9
7258-th query  distance:=52519.8
7259-th query  distance:=51492.8
7260-th query  distance:=49840.8
7261-th query  distance:=45308.1
7262-th query  distance:=43711.7
7263-th query  distance:=32918.5
7264-th query  distance:=23860.6
7265-th query  distance:=60387.8
7266-th query  distance:=69800.7
7267-th query  distance:=56875.3
7268-th query  distance:=64481
7269-th query  distance:=49008.8
7270-th query  distance:=60831.4
7271-th query  distance:=54105.9
7272-th query  distance:=17936.1
7273-th query  distance:=50267.9
7274-th query  distance:=46763.9
7275-th query  distance:=59546.6
7276-th query  distance:=8578.13
7277-th query  distance:=25366.4
7278-th query  distance:=34379.5
7279-th query  distance:=8544.26
7280-th query  distance:=34570.4
7281-th query  distance:=34685.5
7282-th query  distance:=36717.5
7283-th query  distance:=40539.2
7284-th query  distance:=40936.2
7285-th query  distance:=40135.1
7286-th query  distance:=23048.9
7287-th query  distance:=44186.3
7288-th query  distance:=49669.6
7289-th query  distance:=43994.2
7290-th query  distance:=3940.7
7291-th query  distance:=45077
7292-th query  distance:=56374.6
7293-th query  distance:=25791.2
7294-th query  distance:=36725.3
7295-th query  distance:=4140.06
7296-th query  distance:=47886.9
7297-th query  distance:=32241.8
7298-th query  distance:=3309.96
7299-th query  distance:=58135.8
7300-th query  distance:=24134.8
7301-th query  distance:=24873.2
7302-th query  distance:=33969.3
7303-th query  distance:=52754.6
7304-th query  distance:=44090.3
7305-th query  distance:=17290.2
7306-th query  distance:=49432.9
7307-th query  distance:=42630.9
7308-th query  distance:=43920.9
7309-th query  distance:=40187.8
7310-th query  distance:=36734.6
7311-th query  distance:=38439.7
7312-th query  distance:=44728.5
7313-th query  distance:=19412.5
7314-th query  distance:=32331.2
7315-th query  distance:=61896.6
7316-th query  distance:=40150
7317-th query  distance:=21375.2
7318-th query  distance:=44849.2
7319-th query  distance:=56957.3
7320-th query  distance:=44254
7321-th query  distance:=7279.6
7322-th query  distance:=43326.1
7323-th query  distance:=19545.6
7324-th query  distance:=33818.1
7325-th query  distance:=42615.4
7326-th query  distance:=48752.5
7327-th query  distance:=24476.3
7328-th query  distance:=38060.2
7329-th query  distance:=54801.1
7330-th query  distance:=59013.6
7331-th query  distance:=36891.2
7332-th query  distance:=42887.4
7333-th query  distance:=55605.6
7334-th query  distance:=7743.49
7335-th query  distance:=59139.3
7336-th query  distance:=87970.3
7337-th query  distance:=66476.6
7338-th query  distance:=42779.3
7339-th query  distance:=14057.8
7340-th query  distance:=48128.5
7341-th query  distance:=39824.7
7342-th query  distance:=55851.6
7343-th query  distance:=34552.5
7344-th query  distance:=20140.8
7345-th query  distance:=40875.8
7346-th query  distance:=56023.6
7347-th query  distance:=51856.9
7348-th query  distance:=49516.1
7349-th query  distance:=39648.9
7350-th query  distance:=20775.5
7351-th query  distance:=37156.7
7352-th query  distance:=16314.8
7353-th query  distance:=60363
7354-th query  distance:=58166.6
7355-th query  distance:=46256.3
7356-th query  distance:=49014.4
7357-th query  distance:=37071.4
7358-th query  distance:=59995.8
7359-th query  distance:=37255.4
7360-th query  distance:=22057.2
7361-th query  distance:=58166.5
7362-th query  distance:=40564.2
7363-th query  distance:=45619.9
7364-th query  distance:=59883.7
7365-th query  distance:=45375.3
7366-th query  distance:=59274.6
7367-th query  distance:=66182.2
7368-th query  distance:=37667.8
7369-th query  distance:=53371.9
7370-th query  distance:=8019.74
7371-th query  distance:=4391.13
7372-th query  distance:=19964.8
7373-th query  distance:=40514.6
7374-th query  distance:=56952.3
7375-th query  distance:=33306.5
7376-th query  distance:=49546.2
7377-th query  distance:=25179.7
7378-th query  distance:=48081
7379-th query  distance:=41776.4
7380-th query  distance:=31458.5
7381-th query  distance:=47444.3
7382-th query  distance:=40587
7383-th query  distance:=58521.4
7384-th query  distance:=46612.6
7385-th query  distance:=51544.3
7386-th query  distance:=51181.9
7387-th query  distance:=36746.6
7388-th query  distance:=49504.5
7389-th query  distance:=59998.9
7390-th query  distance:=25153.9
7391-th query  distance:=20100
7392-th query  distance:=54942.3
7393-th query  distance:=56185.8
7394-th query  distance:=53111.4
7395-th query  distance:=26626.6
7396-th query  distance:=42047.2
7397-th query  distance:=31337.3
7398-th query  distance:=40450.9
7399-th query  distance:=22905.5
7400-th query  distance:=43643.2
7401-th query  distance:=46011.1
7402-th query  distance:=51269.1
7403-th query  distance:=19167.1
7404-th query  distance:=6075.69
7405-th query  distance:=35901.5
7406-th query  distance:=46197
7407-th query  distance:=50322.1
7408-th query  distance:=25421.2
7409-th query  distance:=45871
7410-th query  distance:=42169.3
7411-th query  distance:=38933.5
7412-th query  distance:=46249
7413-th query  distance:=43824.4
7414-th query  distance:=44541.2
7415-th query  distance:=18130.3
7416-th query  distance:=52348.4
7417-th query  distance:=40832.9
7418-th query  distance:=54295.8
7419-th query  distance:=21396.4
7420-th query  distance:=58667.6
7421-th query  distance:=40201.4
7422-th query  distance:=49966.2
7423-th query  distance:=21345.2
7424-th query  distance:=64299.8
7425-th query  distance:=70261
7426-th query  distance:=47262.5
7427-th query  distance:=30078.8
7428-th query  distance:=44628.4
7429-th query  distance:=21271.7
7430-th query  distance:=45277.4
7431-th query  distance:=37301
7432-th query  distance:=48698.1
7433-th query  distance:=40225.2
7434-th query  distance:=52632.2
7435-th query  distance:=48674.4
7436-th query  distance:=48285.7
7437-th query  distance:=11877.4
7438-th query  distance:=32103.1
7439-th query  distance:=14821.2
7440-th query  distance:=29121.3
7441-th query  distance:=28039.8
7442-th query  distance:=52977.5
7443-th query  distance:=32641.8
7444-th query  distance:=23164.2
7445-th query  distance:=35650.2
7446-th query  distance:=13866.7
7447-th query  distance:=31075.5
7448-th query  distance:=27221.7
7449-th query  distance:=32468.9
7450-th query  distance:=41876
7451-th query  distance:=37783.1
7452-th query  distance:=38767.3
7453-th query  distance:=45648.3
7454-th query  distance:=75651.8
7455-th query  distance:=83761.6
7456-th query  distance:=53394.9
7457-th query  distance:=17827.7
7458-th query  distance:=14700.3
7459-th query  distance:=1453.3
7460-th query  distance:=39615.4
7461-th query  distance:=34599.3
7462-th query  distance:=25091.8
7463-th query  distance:=36400.9
7464-th query  distance:=33732.9
7465-th query  distance:=59021.8
7466-th query  distance:=31729
7467-th query  distance:=51518.2
7468-th query  distance:=24523.8
7469-th query  distance:=26193.6
7470-th query  distance:=75311.9
7471-th query  distance:=34139
7472-th query  distance:=14426.2
7473-th query  distance:=69241.3
7474-th query  distance:=50065
7475-th query  distance:=23595
7476-th query  distance:=12821.5
7477-th query  distance:=52839.8
7478-th query  distance:=34112.8
7479-th query  distance:=54175.2
7480-th query  distance:=29315
7481-th query  distance:=56161.1
7482-th query  distance:=9091.71
7483-th query  distance:=51034.8
7484-th query  distance:=28061.8
7485-th query  distance:=45198.8
7486-th query  distance:=29398.6
7487-th query  distance:=52827
7488-th query  distance:=54009.1
7489-th query  distance:=11825.5
7490-th query  distance:=20356.3
7491-th query  distance:=51061.8
7492-th query  distance:=15425.5
7493-th query  distance:=47941
7494-th query  distance:=41156.6
7495-th query  distance:=33680.2
7496-th query  distance:=38381.9
7497-th query  distance:=45150.7
7498-th query  distance:=30021.5
7499-th query  distance:=52154.3
7500-th query  distance:=58490.1
7501-th query  distance:=38738.7
7502-th query  distance:=56673.1
7503-th query  distance:=60725.9
7504-th query  distance:=35021.2
7505-th query  distance:=28130.7
7506-th query  distance:=66171.2
7507-th query  distance:=54441.9
7508-th query  distance:=41474.7
7509-th query  distance:=29943.2
7510-th query  distance:=28417.5
7511-th query  distance:=61786.4
7512-th query  distance:=5618.79
7513-th query  distance:=54806.8
7514-th query  distance:=40249.4
7515-th query  distance:=19831.4
7516-th query  distance:=34680.1
7517-th query  distance:=15722.4
7518-th query  distance:=51104.4
7519-th query  distance:=42257.1
7520-th query  distance:=58745.5
7521-th query  distance:=72386.4
7522-th query  distance:=49629.5
7523-th query  distance:=48788.8
7524-th query  distance:=59919.4
7525-th query  distance:=17588.7
7526-th query  distance:=37515.9
7527-th query  distance:=66136.2
7528-th query  distance:=17848.5
7529-th query  distance:=57047
7530-th query  distance:=1269.45
7531-th query  distance:=49358.7
7532-th query  distance:=54693.4
7533-th query  distance:=33704.1
7534-th query  distance:=3279.86
7535-th query  distance:=34801.1
7536-th query  distance:=62381.9
7537-th query  distance:=27282.6
7538-th query  distance:=52941.6
7539-th query  distance:=4660.47
7540-th query  distance:=25127.2
7541-th query  distance:=51955.4
7542-th query  distance:=23551.7
7543-th query  distance:=40652.5
7544-th query  distance:=53696.1
7545-th query  distance:=11269
7546-th query  distance:=38467.9
7547-th query  distance:=40729.4
7548-th query  distance:=43470.5
7549-th query  distance:=40408.8
7550-th query  distance:=75591.5
7551-th query  distance:=23635.8
7552-th query  distance:=35909.4
7553-th query  distance:=21568.9
7554-th query  distance:=40572.1
7555-th query  distance:=4680.22
7556-th query  distance:=58077.6
7557-th query  distance:=38999.7
7558-th query  distance:=28691.7
7559-th query  distance:=34612.5
7560-th query  distance:=51565.9
7561-th query  distance:=43076.4
7562-th query  distance:=38148.6
7563-th query  distance:=17761.2
7564-th query  distance:=8202.49
7565-th query  distance:=9071.85
7566-th query  distance:=59363.4
7567-th query  distance:=50356.8
7568-th query  distance:=53076.3
7569-th query  distance:=24325.8
7570-th query  distance:=56805.1
7571-th query  distance:=47957
7572-th query  distance:=39867
7573-th query  distance:=50620.5
7574-th query  distance:=31576.1
7575-th query  distance:=33541.4
7576-th query  distance:=29640.1
7577-th query  distance:=28102.4
7578-th query  distance:=39993.3
7579-th query  distance:=58255.2
7580-th query  distance:=61287.1
7581-th query  distance:=19523.9
7582-th query  distance:=48449.5
7583-th query  distance:=44991.2
7584-th query  distance:=38706.6
7585-th query  distance:=34374
7586-th query  distance:=48171
7587-th query  distance:=43300.3
7588-th query  distance:=45790.8
7589-th query  distance:=55376.6
7590-th query  distance:=50475.6
7591-th query  distance:=71573.4
7592-th query  distance:=44027.9
7593-th query  distance:=30614.9
7594-th query  distance:=47014.2
7595-th query  distance:=22589.8
7596-th query  distance:=42764.4
7597-th query  distance:=35566.7
7598-th query  distance:=47539.9
7599-th query  distance:=24734.2
7600-th query  distance:=34716.3
7601-th query  distance:=49088.4
7602-th query  distance:=40703.6
7603-th query  distance:=10158.4
7604-th query  distance:=49892.7
7605-th query  distance:=46721.1
7606-th query  distance:=57941.9
7607-th query  distance:=25508.5
7608-th query  distance:=16087.8
7609-th query  distance:=40025.4
7610-th query  distance:=65845.3
7611-th query  distance:=33249.4
7612-th query  distance:=51355.4
7613-th query  distance:=42496.2
7614-th query  distance:=25335
7615-th query  distance:=29329.2
7616-th query  distance:=62041
7617-th query  distance:=51754.8
7618-th query  distance:=54218.3
7619-th query  distance:=54552.4
7620-th query  distance:=48696.9
7621-th query  distance:=40242.9
7622-th query  distance:=81381.2
7623-th query  distance:=38217.3
7624-th query  distance:=68407.2
7625-th query  distance:=43861.4
7626-th query  distance:=49670.2
7627-th query  distance:=65750.2
7628-th query  distance:=34256.3
7629-th query  distance:=20756.8
7630-th query  distance:=41941.1
7631-th query  distance:=45959.9
7632-th query  distance:=13123.2
7633-th query  distance:=39490.6
7634-th query  distance:=54690.3
7635-th query  distance:=32262.8
7636-th query  distance:=40592.5
7637-th query  distance:=22030.1
7638-th query  distance:=7931.79
7639-th query  distance:=72477.3
7640-th query  distance:=40343.7
7641-th query  distance:=47589.1
7642-th query  distance:=56702
7643-th query  distance:=60062
7644-th query  distance:=6501.8
7645-th query  distance:=50066
7646-th query  distance:=7266.89
7647-th query  distance:=31332.8
7648-th query  distance:=64019.1
7649-th query  distance:=23436.5
7650-th query  distance:=36501
7651-th query  distance:=49494.8
7652-th query  distance:=46992.7
7653-th query  distance:=35778.3
7654-th query  distance:=48925
7655-th query  distance:=38125.8
7656-th query  distance:=31513.7
7657-th query  distance:=51779.7
7658-th query  distance:=23949.5
7659-th query  distance:=69758.1
7660-th query  distance:=41051.7
7661-th query  distance:=47188.5
7662-th query  distance:=43312
7663-th query  distance:=39502.4
7664-th query  distance:=40010.9
7665-th query  distance:=34620.4
7666-th query  distance:=30354.1
7667-th query  distance:=49274.6
7668-th query  distance:=35945.9
7669-th query  distance:=59291.2
7670-th query  distance:=58324.2
7671-th query  distance:=10561.4
7672-th query  distance:=46485.4
7673-th query  distance:=17996.3
7674-th query  distance:=56208.3
7675-th query  distance:=67428.8
7676-th query  distance:=52958.5
7677-th query  distance:=47455
7678-th query  distance:=40980.6
7679-th query  distance:=42584.4
7680-th query  distance:=41673.3
7681-th query  distance:=53901.6
7682-th query  distance:=7143.18
7683-th query  distance:=77949.5
7684-th query  distance:=32750.1
7685-th query  distance:=50111.1
7686-th query  distance:=48080.4
7687-th query  distance:=31386.8
7688-th query  distance:=33063.3
7689-th query  distance:=20892.6
7690-th query  distance:=14440.6
7691-th query  distance:=54391.4
7692-th query  distance:=58771
7693-th query  distance:=42371.2
7694-th query  distance:=59742
7695-th query  distance:=9662.3
7696-th query  distance:=49201.1
7697-th query  distance:=63660.8
7698-th query  distance:=43387.3
7699-th query  distance:=9097.58
7700-th query  distance:=34615.9
7701-th query  distance:=54028.3
7702-th query  distance:=53824.6
7703-th query  distance:=29569.7
7704-th query  distance:=36162
7705-th query  distance:=37135.4
7706-th query  distance:=27458.3
7707-th query  distance:=21821.7
7708-th query  distance:=41132.4
7709-th query  distance:=35425.1
7710-th query  distance:=29007.5
7711-th query  distance:=24914
7712-th query  distance:=26680.1
7713-th query  distance:=49337.8
7714-th query  distance:=44973
7715-th query  distance:=12376.6
7716-th query  distance:=44391
7717-th query  distance:=54411.7
7718-th query  distance:=35385.6
7719-th query  distance:=31842.5
7720-th query  distance:=53555
7721-th query  distance:=49605.5
7722-th query  distance:=15046.3
7723-th query  distance:=50113.4
7724-th query  distance:=31530.9
7725-th query  distance:=55501.7
7726-th query  distance:=22295
7727-th query  distance:=35211.7
7728-th query  distance:=36070.4
7729-th query  distance:=29651.7
7730-th query  distance:=51630.8
7731-th query  distance:=51047.2
7732-th query  distance:=51884.2
7733-th query  distance:=49865.4
7734-th query  distance:=52612.4
7735-th query  distance:=27042.6
7736-th query  distance:=17554.6
7737-th query  distance:=46055.1
7738-th query  distance:=16805.2
7739-th query  distance:=52463.7
7740-th query  distance:=15013.6
7741-th query  distance:=52759.8
7742-th query  distance:=16163.5
7743-th query  distance:=38167
7744-th query  distance:=44752.8
7745-th query  distance:=47251.5
7746-th query  distance:=58735.1
7747-th query  distance:=39050.3
7748-th query  distance:=53276.7
7749-th query  distance:=40203.5
7750-th query  distance:=20442.2
7751-th query  distance:=39281.1
7752-th query  distance:=30802.8
7753-th query  distance:=38976.5
7754-th query  distance:=46952.8
7755-th query  distance:=36245.7
7756-th query  distance:=27736.7
7757-th query  distance:=41580.8
7758-th query  distance:=44962.1
7759-th query  distance:=52655.9
7760-th query  distance:=36726.8
7761-th query  distance:=64920.2
7762-th query  distance:=51278.1
7763-th query  distance:=48953.6
7764-th query  distance:=35003.5
7765-th query  distance:=36383.7
7766-th query  distance:=24991.3
7767-th query  distance:=49948.6
7768-th query  distance:=43454.4
7769-th query  distance:=43610.4
7770-th query  distance:=53659.5
7771-th query  distance:=50161.8
7772-th query  distance:=58970.8
7773-th query  distance:=47166.5
7774-th query  distance:=1429.3
7775-th query  distance:=47206.5
7776-th query  distance:=44070.2
7777-th query  distance:=22676.1
7778-th query  distance:=64946.8
7779-th query  distance:=54008.6
7780-th query  distance:=63142.1
7781-th query  distance:=5161.13
7782-th query  distance:=42247.6
7783-th query  distance:=48173.4
7784-th query  distance:=60445.5
7785-th query  distance:=59490.3
7786-th query  distance:=50833.6
7787-th query  distance:=56368.1
7788-th query  distance:=46550.1
7789-th query  distance:=38368.5
7790-th query  distance:=58952.6
7791-th query  distance:=4293.33
7792-th query  distance:=16280.7
7793-th query  distance:=19469.8
7794-th query  distance:=30314.1
7795-th query  distance:=39926
7796-th query  distance:=53358.7
7797-th query  distance:=14114.2
7798-th query  distance:=44978.6
7799-th query  distance:=40106.5
7800-th query  distance:=47184.2
7801-th query  distance:=35538
7802-th query  distance:=27878.4
7803-th query  distance:=40735.4
7804-th query  distance:=20953
7805-th query  distance:=45007.8
7806-th query  distance:=37063.3
7807-th query  distance:=45641.7
7808-th query  distance:=52215.6
7809-th query  distance:=55666
7810-th query  distance:=73437.8
7811-th query  distance:=33471.5
7812-th query  distance:=43499
7813-th query  distance:=60898
7814-th query  distance:=41947.9
7815-th query  distance:=37192
7816-th query  distance:=27410.3
7817-th query  distance:=55803.2
7818-th query  distance:=7346.1
7819-th query  distance:=37923.2
7820-th query  distance:=29864.2
7821-th query  distance:=53298.1
7822-th query  distance:=8198.52
7823-th query  distance:=10675.4
7824-th query  distance:=43538.9
7825-th query  distance:=39078.3
7826-th query  distance:=3967.79
7827-th query  distance:=54794.3
7828-th query  distance:=55575.3
7829-th query  distance:=47921.7
7830-th query  distance:=41012.4
7831-th query  distance:=26530.5
7832-th query  distance:=9170.26
7833-th query  distance:=36222.5
7834-th query  distance:=52587.3
7835-th query  distance:=46239.9
7836-th query  distance:=25161.9
7837-th query  distance:=51215.7
7838-th query  distance:=27780.9
7839-th query  distance:=64378.2
7840-th query  distance:=36050.8
7841-th query  distance:=59759.5
7842-th query  distance:=39003.6
7843-th query  distance:=52031.7
7844-th query  distance:=70819.6
7845-th query  distance:=25291.2
7846-th query  distance:=14111.5
7847-th query  distance:=37719.5
7848-th query  distance:=42382.7
7849-th query  distance:=46364.2
7850-th query  distance:=49682.9
7851-th query  distance:=62694.1
7852-th query  distance:=43361
7853-th query  distance:=41883.8
7854-th query  distance:=44888.2
7855-th query  distance:=39156.6
7856-th query  distance:=18143.7
7857-th query  distance:=34243.6
7858-th query  distance:=31396.4
7859-th query  distance:=51077
7860-th query  distance:=47424.6
7861-th query  distance:=22439.4
7862-th query  distance:=51770.2
7863-th query  distance:=70309.5
7864-th query  distance:=51943.4
7865-th query  distance:=56791.8
7866-th query  distance:=59314.3
7867-th query  distance:=14755.6
7868-th query  distance:=33161.6
7869-th query  distance:=34802.9
7870-th query  distance:=40687
7871-th query  distance:=2006.23
7872-th query  distance:=51430
7873-th query  distance:=30333.5
7874-th query  distance:=46997.8
7875-th query  distance:=27787
7876-th query  distance:=25358.8
7877-th query  distance:=19166
7878-th query  distance:=28168
7879-th query  distance:=62138.1
7880-th query  distance:=42065.3
7881-th query  distance:=40480.6
7882-th query  distance:=42253.6
7883-th query  distance:=43862.6
7884-th query  distance:=41621.5
7885-th query  distance:=40186.5
7886-th query  distance:=32039.9
7887-th query  distance:=26924.2
7888-th query  distance:=57142.4
7889-th query  distance:=27577.5
7890-th query  distance:=44394.5
7891-th query  distance:=62791.9
7892-th query  distance:=17027.2
7893-th query  distance:=23520.7
7894-th query  distance:=53506
7895-th query  distance:=62841.2
7896-th query  distance:=31040.8
7897-th query  distance:=62578.7
7898-th query  distance:=26534.6
7899-th query  distance:=75446.3
7900-th query  distance:=42955
7901-th query  distance:=35990.8
7902-th query  distance:=14467
7903-th query  distance:=28903.1
7904-th query  distance:=40455.3
7905-th query  distance:=44245.9
7906-th query  distance:=20676.8
7907-th query  distance:=35849
7908-th query  distance:=47039.7
7909-th query  distance:=46959.9
7910-th query  distance:=23886.9
7911-th query  distance:=33846.9
7912-th query  distance:=7785.46
7913-th query  distance:=36080.9
7914-th query  distance:=27910.6
7915-th query  distance:=44562.8
7916-th query  distance:=55082.4
7917-th query  distance:=19820.8
7918-th query  distance:=44404.8
7919-th query  distance:=38649.5
7920-th query  distance:=42123.1
7921-th query  distance:=42932.9
7922-th query  distance:=63540
7923-th query  distance:=20119.1
7924-th query  distance:=37358.7
7925-th query  distance:=42578.3
7926-th query  distance:=50535.9
7927-th query  distance:=20722.8
7928-th query  distance:=25099.7
7929-th query  distance:=41058.9
7930-th query  distance:=50810.3
7931-th query  distance:=40099.1
7932-th query  distance:=44003.6
7933-th query  distance:=63719.9
7934-th query  distance:=42593.1
7935-th query  distance:=39899.3
7936-th query  distance:=41385.9
7937-th query  distance:=56875.5
7938-th query  distance:=4598.69
7939-th query  distance:=4762.53
7940-th query  distance:=54783.3
7941-th query  distance:=23812.3
7942-th query  distance:=68379.8
7943-th query  distance:=45065.4
7944-th query  distance:=41436.7
7945-th query  distance:=14810.3
7946-th query  distance:=24574.2
7947-th query  distance:=40839.3
7948-th query  distance:=38898.8
7949-th query  distance:=49083.5
7950-th query  distance:=56444.2
7951-th query  distance:=21431.7
7952-th query  distance:=48980
7953-th query  distance:=33360.2
7954-th query  distance:=36175.4
7955-th query  distance:=29871.2
7956-th query  distance:=33016.1
7957-th query  distance:=26637.8
7958-th query  distance:=62090.1
7959-th query  distance:=37319.5
7960-th query  distance:=46204.9
7961-th query  distance:=68208.2
7962-th query  distance:=53434.6
7963-th query  distance:=3455.2
7964-th query  distance:=43184.6
7965-th query  distance:=63654.8
7966-th query  distance:=30235
7967-th query  distance:=55993.5
7968-th query  distance:=40083.2
7969-th query  distance:=53416.8
7970-th query  distance:=25179.4
7971-th query  distance:=59841.7
7972-th query  distance:=22537.3
7973-th query  distance:=39913.5
7974-th query  distance:=33694.6
7975-th query  distance:=34258.3
7976-th query  distance:=40262
7977-th query  distance:=31530.5
7978-th query  distance:=1415.65
7979-th query  distance:=56997.5
7980-th query  distance:=1449.46
7981-th query  distance:=60726.3
7982-th query  distance:=33416.4
7983-th query  distance:=63811.8
7984-th query  distance:=35009.6
7985-th query  distance:=32205.9
7986-th query  distance:=50293
7987-th query  distance:=34228.9
7988-th query  distance:=34929.5
7989-th query  distance:=47253.4
7990-th query  distance:=45155.1
7991-th query  distance:=46697.7
7992-th query  distance:=61480.4
7993-th query  distance:=50720.4
7994-th query  distance:=64364.9
7995-th query  distance:=35384.7
7996-th query  distance:=42379.2
7997-th query  distance:=29397.7
7998-th query  distance:=59456.2
7999-th query  distance:=37440.5
8000-th query  distance:=52540.6
8001-th query  distance:=32555.1
8002-th query  distance:=38140.3
8003-th query  distance:=35851.4
8004-th query  distance:=67588.8
8005-th query  distance:=31991.5
8006-th query  distance:=50924.6
8007-th query  distance:=52876.9
8008-th query  distance:=47130.3
8009-th query  distance:=17711.6
8010-th query  distance:=30061.8
8011-th query  distance:=61456.5
8012-th query  distance:=17501
8013-th query  distance:=19096.2
8014-th query  distance:=21790.2
8015-th query  distance:=39539
8016-th query  distance:=46522.5
8017-th query  distance:=42632.9
8018-th query  distance:=39339.3
8019-th query  distance:=59725.5
8020-th query  distance:=37092
8021-th query  distance:=50507.6
8022-th query  distance:=64185.1
8023-th query  distance:=32210.9
8024-th query  distance:=33972.8
8025-th query  distance:=29595.4
8026-th query  distance:=41345.3
8027-th query  distance:=42642.7
8028-th query  distance:=62156
8029-th query  distance:=35625.2
8030-th query  distance:=64484.3
8031-th query  distance:=43193.9
8032-th query  distance:=45731.6
8033-th query  distance:=50373.4
8034-th query  distance:=44730
8035-th query  distance:=26337.4
8036-th query  distance:=14856.8
8037-th query  distance:=27735.5
8038-th query  distance:=35647
8039-th query  distance:=59718
8040-th query  distance:=10185.5
8041-th query  distance:=66958.3
8042-th query  distance:=65118.4
8043-th query  distance:=13573.8
8044-th query  distance:=39344.2
8045-th query  distance:=44443.3
8046-th query  distance:=21653.8
8047-th query  distance:=4074.67
8048-th query  distance:=50122.9
8049-th query  distance:=32207.4
8050-th query  distance:=49465.9
8051-th query  distance:=16264.1
8052-th query  distance:=76045.2
8053-th query  distance:=40514.1
8054-th query  distance:=40081.6
8055-th query  distance:=41527.7
8056-th query  distance:=24278
8057-th query  distance:=43269.6
8058-th query  distance:=59185
8059-th query  distance:=47584.6
8060-th query  distance:=29088.5
8061-th query  distance:=46311
8062-th query  distance:=40502.9
8063-th query  distance:=60383.8
8064-th query  distance:=64870.9
8065-th query  distance:=45233.5
8066-th query  distance:=49158
8067-th query  distance:=62443.1
8068-th query  distance:=46159.1
8069-th query  distance:=21765.3
8070-th query  distance:=53428.3
8071-th query  distance:=36705.2
8072-th query  distance:=5705.85
8073-th query  distance:=56393.8
8074-th query  distance:=43002.3
8075-th query  distance:=31176.1
8076-th query  distance:=50870.8
8077-th query  distance:=36421.9
8078-th query  distance:=40518.4
8079-th query  distance:=68980.9
8080-th query  distance:=61676.1
8081-th query  distance:=29678.4
8082-th query  distance:=48653.3
8083-th query  distance:=56336.3
8084-th query  distance:=35295.4
8085-th query  distance:=18421.9
8086-th query  distance:=56452.1
8087-th query  distance:=54939.6
8088-th query  distance:=46414.8
8089-th query  distance:=41936.1
8090-th query  distance:=23385.8
8091-th query  distance:=58224.5
8092-th query  distance:=21123.5
8093-th query  distance:=22031.3
8094-th query  distance:=83775.8
8095-th query  distance:=21041.5
8096-th query  distance:=36750.9
8097-th query  distance:=51040.3
8098-th query  distance:=45919.3
8099-th query  distance:=43994.4
8100-th query  distance:=48868.9
8101-th query  distance:=26970.2
8102-th query  distance:=42160.8
8103-th query  distance:=28488.1
8104-th query  distance:=2678.4
8105-th query  distance:=22874.2
8106-th query  distance:=10192.7
8107-th query  distance:=28945.3
8108-th query  distance:=39502.1
8109-th query  distance:=51295.6
8110-th query  distance:=51620.3
8111-th query  distance:=25256.2
8112-th query  distance:=43531.4
8113-th query  distance:=53013.9
8114-th query  distance:=39818.4
8115-th query  distance:=40562.7
8116-th query  distance:=45248.7
8117-th query  distance:=21542.4
8118-th query  distance:=56960.2
8119-th query  distance:=35994
8120-th query  distance:=15796.2
8121-th query  distance:=44991.8
8122-th query  distance:=20063.1
8123-th query  distance:=33527.7
8124-th query  distance:=14425.5
8125-th query  distance:=21589.4
8126-th query  distance:=52359.6
8127-th query  distance:=19473.4
8128-th query  distance:=39820.9
8129-th query  distance:=54234.5
8130-th query  distance:=50417
8131-th query  distance:=46420.5
8132-th query  distance:=46640.6
8133-th query  distance:=58851.4
8134-th query  distance:=42974.8
8135-th query  distance:=43265.8
8136-th query  distance:=42845.4
8137-th query  distance:=71014.8
8138-th query  distance:=52119.1
8139-th query  distance:=33737.7
8140-th query  distance:=63623.3
8141-th query  distance:=24344.9
8142-th query  distance:=18139
8143-th query  distance:=12392
8144-th query  distance:=28144.9
8145-th query  distance:=6316.71
8146-th query  distance:=48378.7
8147-th query  distance:=38102.1
8148-th query  distance:=21294.9
8149-th query  distance:=32568.2
8150-th query  distance:=20676
8151-th query  distance:=44086.9
8152-th query  distance:=54686.3
8153-th query  distance:=47421.8
8154-th query  distance:=41047.1
8155-th query  distance:=46279.3
8156-th query  distance:=28601.2
8157-th query  distance:=52346.1
8158-th query  distance:=48033.2
8159-th query  distance:=79226.9
8160-th query  distance:=41435.6
8161-th query  distance:=50955.3
8162-th query  distance:=48827.5
8163-th query  distance:=48999.1
8164-th query  distance:=54521.6
8165-th query  distance:=31409.8
8166-th query  distance:=11174.2
8167-th query  distance:=2384.89
8168-th query  distance:=55032.3
8169-th query  distance:=34247.2
8170-th query  distance:=36453.1
8171-th query  distance:=30089.7
8172-th query  distance:=26169.4
8173-th query  distance:=62520.4
8174-th query  distance:=37843.7
8175-th query  distance:=63586.4
8176-th query  distance:=43556.7
8177-th query  distance:=31589.9
8178-th query  distance:=32393
8179-th query  distance:=56780.2
8180-th query  distance:=72923
8181-th query  distance:=20623.7
8182-th query  distance:=22080
8183-th query  distance:=7357.24
8184-th query  distance:=6448.05
8185-th query  distance:=39333.8
8186-th query  distance:=38585.8
8187-th query  distance:=18779.3
8188-th query  distance:=55990
8189-th query  distance:=34898.9
8190-th query  distance:=39558.5
8191-th query  distance:=20903.4
8192-th query  distance:=41140.6
8193-th query  distance:=24429.3
8194-th query  distance:=33549.1
8195-th query  distance:=49575
8196-th query  distance:=59136.2
8197-th query  distance:=24060.2
